Creator	Title	Date	Material	Measurement	Culture	Inscription	Location	State or Edition	Work Rights	Image Rights	Record Creation Date	Record Modification Date	Work ID	Image ID	Technique	External Link	Text Reference	Style or Period1	Style or Period2	Style or Period3	Style or Period4	Style or Period5	Extended Title	Subject1	Subject2	Subject3	Subject4	Subject5	Subject6	Subject7	Subject8	Subject9	Subject10	General Subject	Work Description	Work Description Source	Image Description	Related Works	Image Source	Local Call Number	Order Number	Course Number and Instructor	Order Description	Creator Name1	Creator Name2	Creator Name3	Creator Name4	Creator Name5	Creator Name6	Creator Name7	Creator Name8	Alternate Creator Name1	Alternate Creator Name2	Alternate Creator Name3	Alternate Creator Name4	Alternate Creator Name5	Alternate Creator Name6	Alternate Creator Name7	Alternate Creator Name8	Image Classification Term	Object Type1	Object Type2	Object Type3	Object Type4	Object Type5
John Pitman Weber ( artist, born 1942); Barry Bruner ( artist, active ca. 1970s)	Our Lives	creation: 1978			American		United States, Illinois, Chicago, 3553 W. North Avenue [site]				8/6/2013	11/12/2014	66075	7149126				Modern; 20th Century					Nuestras Vidas (cited, Spanish, alternate); Our Lives (cited, English, preferred)	Dancing	Mural painting and decoration-- 20th century	Chicago (Ill.)	Public art							contemporary (1950 to present); figure groups					Owned by Rebecca Zorach, Original photography by various artists; For educational use only.		1165	Zorach		Weber, John Pitman	Bruner, Barry															painting	paintings; mural paintings				
John Pitman Weber ( artist, born 1942); Barry Bruner ( artist, active ca. 1970s)	Our Lives	creation: 1978			American		United States, Illinois, Chicago, 3553 W. North Avenue [site]				8/6/2013	11/12/2014	66075	7149127				Modern; 20th Century					Nuestras Vidas (cited, Spanish, alternate); Our Lives (cited, English, preferred)	Dancing	Mural painting and decoration-- 20th century	Chicago (Ill.)	Public art							contemporary (1950 to present); figure groups					Owned by Rebecca Zorach, Original photography by various artists; For educational use only.		1165	Zorach		Weber, John Pitman	Bruner, Barry															painting	paintings; mural paintings				
John Pitman Weber ( artist, born 1942); Barry Bruner ( artist, active ca. 1970s)	Our Lives	creation: 1978			American		United States, Illinois, Chicago, 3553 W. North Avenue [site]				8/6/2013	11/12/2014	66075	7149128				Modern; 20th Century					Nuestras Vidas (cited, Spanish, alternate); Our Lives (cited, English, preferred)	Dancing	Mural painting and decoration-- 20th century	Chicago (Ill.)	Public art							contemporary (1950 to present); figure groups					Owned by Rebecca Zorach, Original photography by various artists; For educational use only.		1165	Zorach		Weber, John Pitman	Bruner, Barry															painting	paintings; mural paintings				
John Pitman Weber ( artist, born 1942); Barry Bruner ( artist, active ca. 1970s)	Our Lives	creation: 1978			American		United States, Illinois, Chicago, 3553 W. North Avenue [site]				8/6/2013	11/12/2014	66075	7149129				Modern; 20th Century					Nuestras Vidas (cited, Spanish, alternate); Our Lives (cited, English, preferred)	Dancing	Mural painting and decoration-- 20th century	Chicago (Ill.)	Public art							contemporary (1950 to present); figure groups					Owned by Rebecca Zorach, Original photography by various artists; For educational use only.		1165	Zorach		Weber, John Pitman	Bruner, Barry															painting	paintings; mural paintings				
John Pitman Weber ( artist, born 1942); Barry Bruner ( artist, active ca. 1970s)	Our Lives	creation: 1978			American		United States, Illinois, Chicago, 3553 W. North Avenue [site]				8/6/2013	11/12/2014	66075	7149130				Modern; 20th Century					Nuestras Vidas (cited, Spanish, alternate); Our Lives (cited, English, preferred)	Dancing	Mural painting and decoration-- 20th century	Chicago (Ill.)	Public art							contemporary (1950 to present); figure groups					Owned by Rebecca Zorach, Original photography by various artists; For educational use only.		1165	Zorach		Weber, John Pitman	Bruner, Barry															painting	paintings; mural paintings				
John Pitman Weber ( artist, born 1942); Barry Bruner ( artist, active ca. 1970s)	Our Lives	creation: 1978			American		United States, Illinois, Chicago, 3553 W. North Avenue [site]				8/6/2013	11/12/2014	66075	7149136				Modern; 20th Century					Nuestras Vidas (cited, Spanish, alternate); Our Lives (cited, English, preferred)	Dancing	Mural painting and decoration-- 20th century	Chicago (Ill.)	Public art							contemporary (1950 to present); figure groups					Owned by Rebecca Zorach, Original photography by various artists; For educational use only.		1165	Zorach		Weber, John Pitman	Bruner, Barry															painting	paintings; mural paintings				
John Pitman Weber ( artist, born 1942); Barry Bruner ( artist, active ca. 1970s)	Our Lives	creation: 1978			American		United States, Illinois, Chicago, 3553 W. North Avenue [site]				8/6/2013	11/12/2014	66075	7149137				Modern; 20th Century					Nuestras Vidas (cited, Spanish, alternate); Our Lives (cited, English, preferred)	Dancing	Mural painting and decoration-- 20th century	Chicago (Ill.)	Public art							contemporary (1950 to present); figure groups					Owned by Rebecca Zorach, Original photography by various artists; For educational use only.		1165	Zorach		Weber, John Pitman	Bruner, Barry															painting	paintings; mural paintings				
John Pitman Weber ( artist, born 1942); Barry Bruner ( artist, active ca. 1970s)	Our Lives	creation: 1978			American		United States, Illinois, Chicago, 3553 W. North Avenue [site]				8/6/2013	11/12/2014	66075	7149138				Modern; 20th Century					Nuestras Vidas (cited, Spanish, alternate); Our Lives (cited, English, preferred)	Dancing	Mural painting and decoration-- 20th century	Chicago (Ill.)	Public art							contemporary (1950 to present); figure groups					Owned by Rebecca Zorach, Original photography by various artists; For educational use only.		1165	Zorach		Weber, John Pitman	Bruner, Barry															painting	paintings; mural paintings				
John Pitman Weber ( artist, born 1942); Barry Bruner ( artist, active ca. 1970s)	Our Lives	creation: 1978			American		United States, Illinois, Chicago, 3553 W. North Avenue [site]				8/6/2013	11/12/2014	66075	7149139				Modern; 20th Century					Nuestras Vidas (cited, Spanish, alternate); Our Lives (cited, English, preferred)	Dancing	Mural painting and decoration-- 20th century	Chicago (Ill.)	Public art							contemporary (1950 to present); figure groups					Owned by Rebecca Zorach, Original photography by various artists; For educational use only.		1165	Zorach		Weber, John Pitman	Bruner, Barry															painting	paintings; mural paintings				
John Pitman Weber ( artist, born 1942); Barry Bruner ( artist, active ca. 1970s)	Our Lives	creation: 1978			American		United States, Illinois, Chicago, 3553 W. North Avenue [site]				8/6/2013	11/12/2014	66075	7149140				Modern; 20th Century					Nuestras Vidas (cited, Spanish, alternate); Our Lives (cited, English, preferred)	Dancing	Mural painting and decoration-- 20th century	Chicago (Ill.)	Public art							contemporary (1950 to present); figure groups					Owned by Rebecca Zorach, Original photography by various artists; For educational use only.		1165	Zorach		Weber, John Pitman	Bruner, Barry															painting	paintings; mural paintings				
William Walker (American artist, 1927-2011); Organization for Black American Culture Visual Arts Workshop (OBAC) (American artist, active ca. 1960-1970)	Wall of Respect	destruction: 1971; creation: 1967-1970			American		United States, Illinois, Chicago, 43rd Street and Langley Avenue [creation]				8/12/2013	11/12/2014	56815	7149258				Modern; 20th Century	Western				Wall of Respect (creator, English, preferred)	African Americans -- Civil Rights	Civil rights	Chicago (Ill.)	African American mural painting and decoration							historical; portraits	The Wall of Respect was an outdoor mural created in 1967 on the South Side of Chicago by the OBAC. The initial theme was "Black Heroes." Some sections of the wall were later repainted by artists with scenes that responded to current events in the Civil Rights Movement. In early, 1971, the building was damaged by fire and subsequently demolished.	Visual Resources Center; http://arthistory.uchicago.edu/vrc		Black Laws; related to	Owned by Rebecca Zorach, Original photography by various artists; For educational use only.		1165	Zorach		Walker, William	Organization for Black American Culture (OBAC)															painting	paintings; mural paintings				
William Walker (American artist, 1927-2011); Organization for Black American Culture Visual Arts Workshop (OBAC) (American artist, active ca. 1960-1970)	Wall of Respect	destruction: 1971; creation: 1967-1970			American		United States, Illinois, Chicago, 43rd Street and Langley Avenue [creation]				8/12/2013	11/12/2014	56815	7149259				Modern; 20th Century	Western				Wall of Respect (creator, English, preferred)	African Americans -- Civil Rights	Civil rights	Chicago (Ill.)	African American mural painting and decoration							historical; portraits	The Wall of Respect was an outdoor mural created in 1967 on the South Side of Chicago by the OBAC. The initial theme was "Black Heroes." Some sections of the wall were later repainted by artists with scenes that responded to current events in the Civil Rights Movement. In early, 1971, the building was damaged by fire and subsequently demolished.	Visual Resources Center; http://arthistory.uchicago.edu/vrc		Black Laws; related to	Owned by Rebecca Zorach, Original photography by various artists; For educational use only.		1165	Zorach		Walker, William	Organization for Black American Culture (OBAC)															painting	paintings; mural paintings				
William Walker (American artist, 1927-2011); Organization for Black American Culture Visual Arts Workshop (OBAC) (American artist, active ca. 1960-1970)	Wall of Respect	destruction: 1971; creation: 1967-1970			American		United States, Illinois, Chicago, 43rd Street and Langley Avenue [creation]				8/12/2013	11/12/2014	56815	7149260				Modern; 20th Century	Western				Wall of Respect (creator, English, preferred)	African Americans -- Civil Rights	Civil rights	Chicago (Ill.)	African American mural painting and decoration							historical; portraits	The Wall of Respect was an outdoor mural created in 1967 on the South Side of Chicago by the OBAC. The initial theme was "Black Heroes." Some sections of the wall were later repainted by artists with scenes that responded to current events in the Civil Rights Movement. In early, 1971, the building was damaged by fire and subsequently demolished.	Visual Resources Center; http://arthistory.uchicago.edu/vrc		Black Laws; related to	Owned by Rebecca Zorach, Original photography by various artists; For educational use only.		1165	Zorach		Walker, William	Organization for Black American Culture (OBAC)															painting	paintings; mural paintings				
William Walker (American artist, 1927-2011); Organization for Black American Culture Visual Arts Workshop (OBAC) (American artist, active ca. 1960-1970)	Wall of Respect	destruction: 1971; creation: 1967-1970			American		United States, Illinois, Chicago, 43rd Street and Langley Avenue [creation]				8/12/2013	11/12/2014	56815	7149261				Modern; 20th Century	Western				Wall of Respect (creator, English, preferred)	African Americans -- Civil Rights	Civil rights	Chicago (Ill.)	African American mural painting and decoration							historical; portraits	The Wall of Respect was an outdoor mural created in 1967 on the South Side of Chicago by the OBAC. The initial theme was "Black Heroes." Some sections of the wall were later repainted by artists with scenes that responded to current events in the Civil Rights Movement. In early, 1971, the building was damaged by fire and subsequently demolished.	Visual Resources Center; http://arthistory.uchicago.edu/vrc		Black Laws; related to	Owned by Rebecca Zorach, Original photography by various artists; For educational use only.		1165	Zorach		Walker, William	Organization for Black American Culture (OBAC)															painting	paintings; mural paintings				
William Walker (American artist, 1927-2011); Organization for Black American Culture Visual Arts Workshop (OBAC) (American artist, active ca. 1960-1970)	Wall of Respect	destruction: 1971; creation: 1967-1970			American		United States, Illinois, Chicago, 43rd Street and Langley Avenue [creation]				8/12/2013	11/12/2014	56815	7149262				Modern; 20th Century	Western				Wall of Respect (creator, English, preferred)	African Americans -- Civil Rights	Civil rights	Chicago (Ill.)	African American mural painting and decoration							historical; portraits	The Wall of Respect was an outdoor mural created in 1967 on the South Side of Chicago by the OBAC. The initial theme was "Black Heroes." Some sections of the wall were later repainted by artists with scenes that responded to current events in the Civil Rights Movement. In early, 1971, the building was damaged by fire and subsequently demolished.	Visual Resources Center; http://arthistory.uchicago.edu/vrc		Black Laws; related to	Owned by Rebecca Zorach, Original photography by various artists; For educational use only.		1165	Zorach		Walker, William	Organization for Black American Culture (OBAC)															painting	paintings; mural paintings				
William Walker (American artist, 1927-2011); Organization for Black American Culture Visual Arts Workshop (OBAC) (American artist, active ca. 1960-1970)	Wall of Respect	destruction: 1971; creation: 1967-1970			American		United States, Illinois, Chicago, 43rd Street and Langley Avenue [creation]				8/12/2013	11/12/2014	56815	7149263				Modern; 20th Century	Western				Wall of Respect (creator, English, preferred)	African Americans -- Civil Rights	Civil rights	Chicago (Ill.)	African American mural painting and decoration							historical; portraits	The Wall of Respect was an outdoor mural created in 1967 on the South Side of Chicago by the OBAC. The initial theme was "Black Heroes." Some sections of the wall were later repainted by artists with scenes that responded to current events in the Civil Rights Movement. In early, 1971, the building was damaged by fire and subsequently demolished.	Visual Resources Center; http://arthistory.uchicago.edu/vrc		Black Laws; related to	Owned by Rebecca Zorach, Original photography by various artists; For educational use only.		1165	Zorach		Walker, William	Organization for Black American Culture (OBAC)															painting	paintings; mural paintings				
William Walker (American artist, 1927-2011); Organization for Black American Culture Visual Arts Workshop (OBAC) (American artist, active ca. 1960-1970)	Wall of Respect	destruction: 1971; creation: 1967-1970			American		United States, Illinois, Chicago, 43rd Street and Langley Avenue [creation]				8/12/2013	11/12/2014	56815	7149264				Modern; 20th Century	Western				Wall of Respect (creator, English, preferred)	African Americans -- Civil Rights	Civil rights	Chicago (Ill.)	African American mural painting and decoration							historical; portraits	The Wall of Respect was an outdoor mural created in 1967 on the South Side of Chicago by the OBAC. The initial theme was "Black Heroes." Some sections of the wall were later repainted by artists with scenes that responded to current events in the Civil Rights Movement. In early, 1971, the building was damaged by fire and subsequently demolished.	Visual Resources Center; http://arthistory.uchicago.edu/vrc		Black Laws; related to	Owned by Rebecca Zorach, Original photography by various artists; For educational use only.		1165	Zorach		Walker, William	Organization for Black American Culture (OBAC)															painting	paintings; mural paintings				
William Walker (American artist, 1927-2011); Organization for Black American Culture Visual Arts Workshop (OBAC) (American artist, active ca. 1960-1970)	Wall of Respect	destruction: 1971; creation: 1967-1970			American		United States, Illinois, Chicago, 43rd Street and Langley Avenue [creation]				8/12/2013	11/12/2014	56815	7149265				Modern; 20th Century	Western				Wall of Respect (creator, English, preferred)	African Americans -- Civil Rights	Civil rights	Chicago (Ill.)	African American mural painting and decoration							historical; portraits	The Wall of Respect was an outdoor mural created in 1967 on the South Side of Chicago by the OBAC. The initial theme was "Black Heroes." Some sections of the wall were later repainted by artists with scenes that responded to current events in the Civil Rights Movement. In early, 1971, the building was damaged by fire and subsequently demolished.	Visual Resources Center; http://arthistory.uchicago.edu/vrc		Black Laws; related to	Owned by Rebecca Zorach, Original photography by various artists; For educational use only.		1165	Zorach		Walker, William	Organization for Black American Culture (OBAC)															painting	paintings; mural paintings				
William Walker (American artist, 1927-2011); Organization for Black American Culture Visual Arts Workshop (OBAC) (American artist, active ca. 1960-1970)	Wall of Respect	destruction: 1971; creation: 1967-1970			American		United States, Illinois, Chicago, 43rd Street and Langley Avenue [creation]				8/12/2013	11/12/2014	56815	7149266				Modern; 20th Century	Western				Wall of Respect (creator, English, preferred)	African Americans -- Civil Rights	Civil rights	Chicago (Ill.)	African American mural painting and decoration							historical; portraits	The Wall of Respect was an outdoor mural created in 1967 on the South Side of Chicago by the OBAC. The initial theme was "Black Heroes." Some sections of the wall were later repainted by artists with scenes that responded to current events in the Civil Rights Movement. In early, 1971, the building was damaged by fire and subsequently demolished.	Visual Resources Center; http://arthistory.uchicago.edu/vrc		Black Laws; related to	Owned by Rebecca Zorach, Original photography by various artists; For educational use only.		1165	Zorach		Walker, William	Organization for Black American Culture (OBAC)															painting	paintings; mural paintings				
William Walker (American artist, 1927-2011); Organization for Black American Culture Visual Arts Workshop (OBAC) (American artist, active ca. 1960-1970)	Wall of Respect	destruction: 1971; creation: 1967-1970			American		United States, Illinois, Chicago, 43rd Street and Langley Avenue [creation]				8/12/2013	11/12/2014	56815	7149267				Modern; 20th Century	Western				Wall of Respect (creator, English, preferred)	African Americans -- Civil Rights	Civil rights	Chicago (Ill.)	African American mural painting and decoration							historical; portraits	The Wall of Respect was an outdoor mural created in 1967 on the South Side of Chicago by the OBAC. The initial theme was "Black Heroes." Some sections of the wall were later repainted by artists with scenes that responded to current events in the Civil Rights Movement. In early, 1971, the building was damaged by fire and subsequently demolished.	Visual Resources Center; http://arthistory.uchicago.edu/vrc		Black Laws; related to	Owned by Rebecca Zorach, Original photography by various artists; For educational use only.		1165	Zorach		Walker, William	Organization for Black American Culture (OBAC)															painting	paintings; mural paintings				
William Walker (American artist, 1927-2011); Organization for Black American Culture Visual Arts Workshop (OBAC) (American artist, active ca. 1960-1970)	Wall of Respect	destruction: 1971; creation: 1967-1970			American		United States, Illinois, Chicago, 43rd Street and Langley Avenue [creation]				8/12/2013	11/12/2014	56815	7149268				Modern; 20th Century	Western				Wall of Respect (creator, English, preferred)	African Americans -- Civil Rights	Civil rights	Chicago (Ill.)	African American mural painting and decoration							historical; portraits	The Wall of Respect was an outdoor mural created in 1967 on the South Side of Chicago by the OBAC. The initial theme was "Black Heroes." Some sections of the wall were later repainted by artists with scenes that responded to current events in the Civil Rights Movement. In early, 1971, the building was damaged by fire and subsequently demolished.	Visual Resources Center; http://arthistory.uchicago.edu/vrc		Black Laws; related to	Owned by Rebecca Zorach, Original photography by various artists; For educational use only.		1165	Zorach		Walker, William	Organization for Black American Culture (OBAC)															painting	paintings; mural paintings				
William Walker (American artist, 1927-2011); Organization for Black American Culture Visual Arts Workshop (OBAC) (American artist, active ca. 1960-1970)	Wall of Respect	destruction: 1971; creation: 1967-1970			American		United States, Illinois, Chicago, 43rd Street and Langley Avenue [creation]				8/12/2013	11/12/2014	56815	7149269				Modern; 20th Century	Western				Wall of Respect (creator, English, preferred)	African Americans -- Civil Rights	Civil rights	Chicago (Ill.)	African American mural painting and decoration							historical; portraits	The Wall of Respect was an outdoor mural created in 1967 on the South Side of Chicago by the OBAC. The initial theme was "Black Heroes." Some sections of the wall were later repainted by artists with scenes that responded to current events in the Civil Rights Movement. In early, 1971, the building was damaged by fire and subsequently demolished.	Visual Resources Center; http://arthistory.uchicago.edu/vrc		Black Laws; related to	Owned by Rebecca Zorach, Original photography by various artists; For educational use only.		1165	Zorach		Walker, William	Organization for Black American Culture (OBAC)															painting	paintings; mural paintings				
William Walker (American artist, 1927-2011); Organization for Black American Culture Visual Arts Workshop (OBAC) (American artist, active ca. 1960-1970)	Wall of Respect	destruction: 1971; creation: 1967-1970			American		United States, Illinois, Chicago, 43rd Street and Langley Avenue [creation]				8/12/2013	11/12/2014	56815	7149270				Modern; 20th Century	Western				Wall of Respect (creator, English, preferred)	African Americans -- Civil Rights	Civil rights	Chicago (Ill.)	African American mural painting and decoration							historical; portraits	The Wall of Respect was an outdoor mural created in 1967 on the South Side of Chicago by the OBAC. The initial theme was "Black Heroes." Some sections of the wall were later repainted by artists with scenes that responded to current events in the Civil Rights Movement. In early, 1971, the building was damaged by fire and subsequently demolished.	Visual Resources Center; http://arthistory.uchicago.edu/vrc		Black Laws; related to	Owned by Rebecca Zorach, Original photography by various artists; For educational use only.		1165	Zorach		Walker, William	Organization for Black American Culture (OBAC)															painting	paintings; mural paintings				
William Walker (American artist, 1927-2011); Organization for Black American Culture Visual Arts Workshop (OBAC) (American artist, active ca. 1960-1970)	Wall of Respect	destruction: 1971; creation: 1967-1970			American		United States, Illinois, Chicago, 43rd Street and Langley Avenue [creation]				8/12/2013	11/12/2014	56815	7149271				Modern; 20th Century	Western				Wall of Respect (creator, English, preferred)	African Americans -- Civil Rights	Civil rights	Chicago (Ill.)	African American mural painting and decoration							historical; portraits	The Wall of Respect was an outdoor mural created in 1967 on the South Side of Chicago by the OBAC. The initial theme was "Black Heroes." Some sections of the wall were later repainted by artists with scenes that responded to current events in the Civil Rights Movement. In early, 1971, the building was damaged by fire and subsequently demolished.	Visual Resources Center; http://arthistory.uchicago.edu/vrc		Black Laws; related to	Owned by Rebecca Zorach, Original photography by various artists; For educational use only.		1165	Zorach		Walker, William	Organization for Black American Culture (OBAC)															painting	paintings; mural paintings				
William Walker (American artist, 1927-2011); Organization for Black American Culture Visual Arts Workshop (OBAC) (American artist, active ca. 1960-1970)	Wall of Respect	destruction: 1971; creation: 1967-1970			American		United States, Illinois, Chicago, 43rd Street and Langley Avenue [creation]				8/12/2013	11/12/2014	56815	7149272				Modern; 20th Century	Western				Wall of Respect (creator, English, preferred)	African Americans -- Civil Rights	Civil rights	Chicago (Ill.)	African American mural painting and decoration							historical; portraits	The Wall of Respect was an outdoor mural created in 1967 on the South Side of Chicago by the OBAC. The initial theme was "Black Heroes." Some sections of the wall were later repainted by artists with scenes that responded to current events in the Civil Rights Movement. In early, 1971, the building was damaged by fire and subsequently demolished.	Visual Resources Center; http://arthistory.uchicago.edu/vrc		Black Laws; related to	Owned by Rebecca Zorach, Original photography by various artists; For educational use only.		1165	Zorach		Walker, William	Organization for Black American Culture (OBAC)															painting	paintings; mural paintings				
William Walker (American artist, 1927-2011); Organization for Black American Culture Visual Arts Workshop (OBAC) (American artist, active ca. 1960-1970)	Wall of Respect	destruction: 1971; creation: 1967-1970			American		United States, Illinois, Chicago, 43rd Street and Langley Avenue [creation]				8/12/2013	11/12/2014	56815	7149273				Modern; 20th Century	Western				Wall of Respect (creator, English, preferred)	African Americans -- Civil Rights	Civil rights	Chicago (Ill.)	African American mural painting and decoration							historical; portraits	The Wall of Respect was an outdoor mural created in 1967 on the South Side of Chicago by the OBAC. The initial theme was "Black Heroes." Some sections of the wall were later repainted by artists with scenes that responded to current events in the Civil Rights Movement. In early, 1971, the building was damaged by fire and subsequently demolished.	Visual Resources Center; http://arthistory.uchicago.edu/vrc		Black Laws; related to	Owned by Rebecca Zorach, Original photography by various artists; For educational use only.		1165	Zorach		Walker, William	Organization for Black American Culture (OBAC)															painting	paintings; mural paintings				
William Walker (American artist, 1927-2011); Organization for Black American Culture Visual Arts Workshop (OBAC) (American artist, active ca. 1960-1970)	Wall of Respect	destruction: 1971; creation: 1967-1970			American		United States, Illinois, Chicago, 43rd Street and Langley Avenue [creation]				8/12/2013	11/12/2014	56815	7149274				Modern; 20th Century	Western				Wall of Respect (creator, English, preferred)	African Americans -- Civil Rights	Civil rights	Chicago (Ill.)	African American mural painting and decoration							historical; portraits	The Wall of Respect was an outdoor mural created in 1967 on the South Side of Chicago by the OBAC. The initial theme was "Black Heroes." Some sections of the wall were later repainted by artists with scenes that responded to current events in the Civil Rights Movement. In early, 1971, the building was damaged by fire and subsequently demolished.	Visual Resources Center; http://arthistory.uchicago.edu/vrc		Black Laws; related to	Owned by Rebecca Zorach, Original photography by various artists; For educational use only.		1165	Zorach		Walker, William	Organization for Black American Culture (OBAC)															painting	paintings; mural paintings				
William Walker (American artist, 1927-2011); Organization for Black American Culture Visual Arts Workshop (OBAC) (American artist, active ca. 1960-1970)	Wall of Respect	destruction: 1971; creation: 1967-1970			American		United States, Illinois, Chicago, 43rd Street and Langley Avenue [creation]				8/12/2013	11/12/2014	56815	7149275				Modern; 20th Century	Western				Wall of Respect (creator, English, preferred)	African Americans -- Civil Rights	Civil rights	Chicago (Ill.)	African American mural painting and decoration							historical; portraits	The Wall of Respect was an outdoor mural created in 1967 on the South Side of Chicago by the OBAC. The initial theme was "Black Heroes." Some sections of the wall were later repainted by artists with scenes that responded to current events in the Civil Rights Movement. In early, 1971, the building was damaged by fire and subsequently demolished.	Visual Resources Center; http://arthistory.uchicago.edu/vrc		Black Laws; related to	Owned by Rebecca Zorach, Original photography by various artists; For educational use only.		1165	Zorach		Walker, William	Organization for Black American Culture (OBAC)															painting	paintings; mural paintings				
William Walker (American artist, 1927-2011); Organization for Black American Culture Visual Arts Workshop (OBAC) (American artist, active ca. 1960-1970)	Wall of Respect	destruction: 1971; creation: 1967-1970			American		United States, Illinois, Chicago, 43rd Street and Langley Avenue [creation]				8/12/2013	11/12/2014	56815	7149276				Modern; 20th Century	Western				Wall of Respect (creator, English, preferred)	African Americans -- Civil Rights	Civil rights	Chicago (Ill.)	African American mural painting and decoration							historical; portraits	The Wall of Respect was an outdoor mural created in 1967 on the South Side of Chicago by the OBAC. The initial theme was "Black Heroes." Some sections of the wall were later repainted by artists with scenes that responded to current events in the Civil Rights Movement. In early, 1971, the building was damaged by fire and subsequently demolished.	Visual Resources Center; http://arthistory.uchicago.edu/vrc		Black Laws; related to	Owned by Rebecca Zorach, Original photography by various artists; For educational use only.		1165	Zorach		Walker, William	Organization for Black American Culture (OBAC)															painting	paintings; mural paintings				
William Walker (American artist, 1927-2011); Organization for Black American Culture Visual Arts Workshop (OBAC) (American artist, active ca. 1960-1970)	Wall of Respect	destruction: 1971; creation: 1967-1970			American		United States, Illinois, Chicago, 43rd Street and Langley Avenue [creation]				8/12/2013	11/12/2014	56815	7149277				Modern; 20th Century	Western				Wall of Respect (creator, English, preferred)	African Americans -- Civil Rights	Civil rights	Chicago (Ill.)	African American mural painting and decoration							historical; portraits	The Wall of Respect was an outdoor mural created in 1967 on the South Side of Chicago by the OBAC. The initial theme was "Black Heroes." Some sections of the wall were later repainted by artists with scenes that responded to current events in the Civil Rights Movement. In early, 1971, the building was damaged by fire and subsequently demolished.	Visual Resources Center; http://arthistory.uchicago.edu/vrc		Black Laws; related to	Owned by Rebecca Zorach, Original photography by various artists; For educational use only.		1165	Zorach		Walker, William	Organization for Black American Culture (OBAC)															painting	paintings; mural paintings				
William Walker (American artist, 1927-2011); Organization for Black American Culture Visual Arts Workshop (OBAC) (American artist, active ca. 1960-1970)	Wall of Respect	destruction: 1971; creation: 1967-1970			American		United States, Illinois, Chicago, 43rd Street and Langley Avenue [creation]				8/12/2013	11/12/2014	56815	7149278				Modern; 20th Century	Western				Wall of Respect (creator, English, preferred)	African Americans -- Civil Rights	Civil rights	Chicago (Ill.)	African American mural painting and decoration							historical; portraits	The Wall of Respect was an outdoor mural created in 1967 on the South Side of Chicago by the OBAC. The initial theme was "Black Heroes." Some sections of the wall were later repainted by artists with scenes that responded to current events in the Civil Rights Movement. In early, 1971, the building was damaged by fire and subsequently demolished.	Visual Resources Center; http://arthistory.uchicago.edu/vrc		Black Laws; related to	Owned by Rebecca Zorach, Original photography by various artists; For educational use only.		1165	Zorach		Walker, William	Organization for Black American Culture (OBAC)															painting	paintings; mural paintings				
William Walker (American artist, 1927-2011); Organization for Black American Culture Visual Arts Workshop (OBAC) (American artist, active ca. 1960-1970)	Wall of Respect	destruction: 1971; creation: 1967-1970			American		United States, Illinois, Chicago, 43rd Street and Langley Avenue [creation]				8/12/2013	11/12/2014	56815	7149279				Modern; 20th Century	Western				Wall of Respect (creator, English, preferred)	African Americans -- Civil Rights	Civil rights	Chicago (Ill.)	African American mural painting and decoration							historical; portraits	The Wall of Respect was an outdoor mural created in 1967 on the South Side of Chicago by the OBAC. The initial theme was "Black Heroes." Some sections of the wall were later repainted by artists with scenes that responded to current events in the Civil Rights Movement. In early, 1971, the building was damaged by fire and subsequently demolished.	Visual Resources Center; http://arthistory.uchicago.edu/vrc		Black Laws; related to	Owned by Rebecca Zorach, Original photography by various artists; For educational use only.		1165	Zorach		Walker, William	Organization for Black American Culture (OBAC)															painting	paintings; mural paintings				
William Walker (American artist, 1927-2011); Organization for Black American Culture Visual Arts Workshop (OBAC) (American artist, active ca. 1960-1970)	Wall of Respect	destruction: 1971; creation: 1967-1970			American		United States, Illinois, Chicago, 43rd Street and Langley Avenue [creation]				8/12/2013	11/12/2014	56815	7149280				Modern; 20th Century	Western				Wall of Respect (creator, English, preferred)	African Americans -- Civil Rights	Civil rights	Chicago (Ill.)	African American mural painting and decoration							historical; portraits	The Wall of Respect was an outdoor mural created in 1967 on the South Side of Chicago by the OBAC. The initial theme was "Black Heroes." Some sections of the wall were later repainted by artists with scenes that responded to current events in the Civil Rights Movement. In early, 1971, the building was damaged by fire and subsequently demolished.	Visual Resources Center; http://arthistory.uchicago.edu/vrc		Black Laws; related to	Owned by Rebecca Zorach, Original photography by various artists; For educational use only.		1165	Zorach		Walker, William	Organization for Black American Culture (OBAC)															painting	paintings; mural paintings				
William Walker (American artist, 1927-2011); Organization for Black American Culture Visual Arts Workshop (OBAC) (American artist, active ca. 1960-1970)	Wall of Respect	destruction: 1971; creation: 1967-1970			American		United States, Illinois, Chicago, 43rd Street and Langley Avenue [creation]				8/12/2013	11/12/2014	56815	7149292				Modern; 20th Century	Western				Wall of Respect (creator, English, preferred)	African Americans -- Civil Rights	Civil rights	Chicago (Ill.)	African American mural painting and decoration							historical; portraits	The Wall of Respect was an outdoor mural created in 1967 on the South Side of Chicago by the OBAC. The initial theme was "Black Heroes." Some sections of the wall were later repainted by artists with scenes that responded to current events in the Civil Rights Movement. In early, 1971, the building was damaged by fire and subsequently demolished.	Visual Resources Center; http://arthistory.uchicago.edu/vrc		Black Laws; related to	Owned by Rebecca Zorach, Original photography by various artists; For educational use only.		1165	Zorach		Walker, William	Organization for Black American Culture (OBAC)															painting	paintings; mural paintings				
